,naip_fn,num_zeros
0,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807701_ne_18_1_20140815.mrf,0
1,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807701_nw_18_1_20140815.mrf,0
2,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807701_se_18_1_20140815.mrf,0
3,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807701_sw_18_1_20140815.mrf,0
4,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807702_ne_18_1_20140816.mrf,0
5,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807702_nw_18_1_20140815.mrf,0
6,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807702_se_18_1_20140816.mrf,0
7,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807702_sw_18_1_20140815.mrf,0
8,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807703_ne_18_1_20140816.mrf,0
9,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807703_nw_18_1_20140816.mrf,0
10,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807703_se_18_1_20140816.mrf,0
11,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807703_sw_18_1_20140816.mrf,0
12,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807704_ne_18_1_20140826.mrf,0
13,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807704_nw_18_1_20140826.mrf,0
14,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807704_se_18_1_20140826.mrf,0
15,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807704_sw_18_1_20140826.mrf,0
16,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807705_ne_18_1_20140826.mrf,0
17,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807705_nw_18_1_20140826.mrf,0
18,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807705_se_18_1_20140826.mrf,0
19,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807705_sw_18_1_20140826.mrf,0
20,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807706_ne_18_1_20140815.mrf,0
21,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807706_nw_18_1_20140815.mrf,0
22,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807706_se_18_1_20140815.mrf,0
23,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807706_sw_18_1_20140815.mrf,0
24,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807707_ne_18_1_20140826.mrf,0
25,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807707_nw_18_1_20140826.mrf,0
26,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807707_se_18_1_20140826.mrf,0
27,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807707_sw_18_1_20140826.mrf,0
28,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807708_nw_18_1_20140927.mrf,0
29,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807708_se_18_1_20140927.mrf,0
30,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807708_sw_18_1_20140927.mrf,0
31,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807709_ne_18_1_20140815.mrf,0
32,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807709_nw_18_1_20140815.mrf,0
33,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807709_se_18_1_20140815.mrf,0
34,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807709_sw_18_1_20140815.mrf,0
35,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807710_ne_18_1_20140816.mrf,0
36,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807710_nw_18_1_20140815.mrf,0
37,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807710_se_18_1_20140816.mrf,0
38,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807710_sw_18_1_20140815.mrf,0
39,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807711_ne_18_1_20140816.mrf,0
40,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807711_nw_18_1_20140816.mrf,0
41,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807711_se_18_1_20140816.mrf,0
42,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807711_sw_18_1_20140816.mrf,0
43,/mnt/blobfuse/esri-naip/data/v1/2014/states/va/va_1m_2014/38077/m_3807712_ne_18_1_20140826.mrf,0
